,userID,userID,userID,userID,userID,userID,userID,userID,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested,kWhRequested
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
userID,,,,,,,,,,,,,,,,
3853,68.0,3853.0,0.0,3853.0,3853.0,3853.0,3853.0,3853.0,68.0,33.35294117647058,14.475264239469277,7.2,21.6,32.4,44.10000000000001,72.0
3856,9.0,3856.0,0.0,3856.0,3856.0,3856.0,3856.0,3856.0,9.0,31.11111111111111,10.540925533894598,20.0,20.0,40.0,40.0,40.0
3876,3.0,3876.0,0.0,3876.0,3876.0,3876.0,3876.0,3876.0,3.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
3877,7.0,3877.0,0.0,3877.0,3877.0,3877.0,3877.0,3877.0,7.0,21.0,0.0,21.0,21.0,21.0,21.0,21.0
3905,20.0,3905.0,0.0,3905.0,3905.0,3905.0,3905.0,3905.0,20.0,25.134,1.0753525737611542,22.5,25.0,25.0,26.28,26.28
3968,3.0,3968.0,0.0,3968.0,3968.0,3968.0,3968.0,3968.0,3.0,25.63,0.0,25.63,25.63,25.63,25.63,25.63
3977,7.0,3977.0,0.0,3977.0,3977.0,3977.0,3977.0,3977.0,7.0,17.142857142857142,5.398412465054624,12.0,12.0,18.0,21.0,24.0
4011,18.0,4011.0,0.0,4011.0,4011.0,4011.0,4011.0,4011.0,18.0,21.825000000000003,9.534045033766224,10.8,18.75,22.5,22.5,56.25
4054,3.0,4054.0,0.0,4054.0,4054.0,4054.0,4054.0,4054.0,3.0,12.0,4.0,8.0,10.0,12.0,14.0,16.0
4068,3.0,4068.0,0.0,4068.0,4068.0,4068.0,4068.0,4068.0,3.0,29.12,18.91399481865214,7.28,23.66,40.04,40.04,40.04
4096,1.0,4096.0,,4096.0,4096.0,4096.0,4096.0,4096.0,1.0,42.0,,42.0,42.0,42.0,42.0,42.0
4269,2.0,4269.0,0.0,4269.0,4269.0,4269.0,4269.0,4269.0,2.0,16.0,0.0,16.0,16.0,16.0,16.0,16.0
4521,5.0,4521.0,0.0,4521.0,4521.0,4521.0,4521.0,4521.0,5.0,20.0,16.492422502470642,8.0,8.0,8.0,36.0,40.0
4591,1.0,4591.0,,4591.0,4591.0,4591.0,4591.0,4591.0,1.0,18.0,,18.0,18.0,18.0,18.0,18.0
4595,3.0,4595.0,0.0,4595.0,4595.0,4595.0,4595.0,4595.0,3.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0
4622,45.0,4622.0,0.0,4622.0,4622.0,4622.0,4622.0,4622.0,45.0,6.911111111111111,1.9519480039440102,6.0,6.0,6.0,6.0,12.0
4701,65.0,4701.0,0.0,4701.0,4701.0,4701.0,4701.0,4701.0,65.0,11.569230769230769,4.149432305935169,6.0,9.0,12.0,12.0,30.0
4758,2.0,4758.0,0.0,4758.0,4758.0,4758.0,4758.0,4758.0,2.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
4861,4.0,4861.0,0.0,4861.0,4861.0,4861.0,4861.0,4861.0,4.0,7.5,0.0,7.5,7.5,7.5,7.5,7.5
4913,21.0,4913.0,0.0,4913.0,4913.0,4913.0,4913.0,4913.0,21.0,20.0,0.0,20.0,20.0,20.0,20.0,20.0
4947,19.0,4947.0,0.0,4947.0,4947.0,4947.0,4947.0,4947.0,19.0,14.000000000000004,4.211096452627668,7.6,11.4,15.2,19.0,19.0
4969,4.0,4969.0,0.0,4969.0,4969.0,4969.0,4969.0,4969.0,4.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0
4994,3.0,4994.0,0.0,4994.0,4994.0,4994.0,4994.0,4994.0,3.0,10.666666666666666,4.618802153517006,8.0,8.0,8.0,12.0,16.0
5019,4.0,5019.0,0.0,5019.0,5019.0,5019.0,5019.0,5019.0,4.0,12.0,0.0,12.0,12.0,12.0,12.0,12.0
5200,3.0,5200.0,0.0,5200.0,5200.0,5200.0,5200.0,5200.0,3.0,20.666666666666668,0.5773502691896258,20.0,20.5,21.0,21.0,21.0
5368,30.0,5368.0,0.0,5368.0,5368.0,5368.0,5368.0,5368.0,30.0,8.533333333333333,1.3829836145670422,8.0,8.0,8.0,8.0,12.0
5471,4.0,5471.0,0.0,5471.0,5471.0,5471.0,5471.0,5471.0,4.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
5594,98.0,5594.0,0.0,5594.0,5594.0,5594.0,5594.0,5594.0,98.0,7.769387755102043,0.7479743315604216,7.2,7.2,7.2,8.0,9.0
5758,5.0,5758.0,0.0,5758.0,5758.0,5758.0,5758.0,5758.0,5.0,9.6,2.1908902300206643,8.0,8.0,8.0,12.0,12.0
5768,6.0,5768.0,0.0,5768.0,5768.0,5768.0,5768.0,5768.0,6.0,20.666666666666668,3.011090610836324,16.0,20.0,20.0,23.0,24.0
5855,5.0,5855.0,0.0,5855.0,5855.0,5855.0,5855.0,5855.0,5.0,15.2,6.572670690061994,8.0,8.0,20.0,20.0,20.0
6025,4.0,6025.0,0.0,6025.0,6025.0,6025.0,6025.0,6025.0,4.0,24.0,0.0,24.0,24.0,24.0,24.0,24.0
6049,8.0,6049.0,0.0,6049.0,6049.0,6049.0,6049.0,6049.0,8.0,7.67625,3.6210611605676357,2.67,6.675000000000001,8.01,8.6775,13.35
6097,4.0,6097.0,0.0,6097.0,6097.0,6097.0,6097.0,6097.0,4.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0
6105,6.0,6105.0,0.0,6105.0,6105.0,6105.0,6105.0,6105.0,6.0,16.958333333333332,1.1226827987756236,16.5,16.5,16.5,16.5,19.25
6435,2.0,6435.0,0.0,6435.0,6435.0,6435.0,6435.0,6435.0,2.0,10.0,2.8284271247461903,8.0,9.0,10.0,11.0,12.0
6481,6.0,6481.0,0.0,6481.0,6481.0,6481.0,6481.0,6481.0,6.0,8.58,0.0,8.58,8.58,8.58,8.58,8.58
6606,2.0,6606.0,0.0,6606.0,6606.0,6606.0,6606.0,6606.0,2.0,16.0,0.0,16.0,16.0,16.0,16.0,16.0
6623,1.0,6623.0,,6623.0,6623.0,6623.0,6623.0,6623.0,1.0,8.0,,8.0,8.0,8.0,8.0,8.0
6638,1.0,6638.0,,6638.0,6638.0,6638.0,6638.0,6638.0,1.0,5.28,,5.28,5.28,5.28,5.28,5.28
6952,4.0,6952.0,0.0,6952.0,6952.0,6952.0,6952.0,6952.0,4.0,23.5,7.54983443527075,18.0,18.0,21.0,26.5,34.0
